2025-11-20 10:30:08,866 | INFO | Balance fetched: {'accountAlias': 'mYfWuXoCuXuXXq', 'asset': 'USDT', 'balance': '5006.90138544', 'crossWalletBalance': '5006.90138544', 'crossUnPnl': '0.24624833', 'availableBalance': '4997.80653302', 'maxWithdrawAmount': '4997.80653302', 'marginAvailable': True, 'updateTime': 1763614726159}
2025-11-20 10:30:08,907 | INFO | Fetching balance on dashboard
2025-11-20 10:30:19,682 | INFO | Fetching balance on dashboard
2025-11-20 10:30:22,924 | INFO | Fetching balance on dashboard
2025-11-20 10:30:23,156 | INFO | Fetching balance on dashboard
2025-11-20 10:30:23,332 | INFO | OCO request → BTCUSDT, entry=BUY, TP=2e-05, SL=2e-05
2025-11-20 10:30:28,056 | INFO | Fetching balance on dashboard
2025-11-20 10:30:31,008 | INFO | Fetching balance on dashboard
2025-11-20 10:30:31,238 | INFO | Fetching balance on dashboard
2025-11-20 10:30:31,708 | INFO | OCO request → BTCUSDT, entry=BUY, TP=2e-05, SL=2e-05
2025-11-20 10:31:52,437 | INFO | Login attempt with API key prefix: WA1v***
2025-11-20 10:31:53,256 | INFO | Login successful
2025-11-20 10:31:53,256 | INFO | Balance fetched: {'accountAlias': 'mYfWuXoCuXuXXq', 'asset': 'USDT', 'balance': '5006.90138544', 'crossWalletBalance': '5006.90138544', 'crossUnPnl': '0.21021833', 'availableBalance': '4997.81553452', 'maxWithdrawAmount': '4997.81553452', 'marginAvailable': True, 'updateTime': 1763614726159}
2025-11-20 10:31:53,317 | INFO | Fetching balance on dashboard
2025-11-20 10:31:57,771 | INFO | Fetching balance on dashboard
2025-11-20 10:32:01,124 | INFO | Fetching balance on dashboard
2025-11-20 10:32:01,363 | INFO | Fetching balance on dashboard
2025-11-20 10:32:01,857 | INFO | OCO request → BTCUSDT, entry=BUY, TP=2e-05, SL=2e-05
2025-11-20 10:34:15,704 | INFO | Login attempt with API key prefix: WA1v***
2025-11-20 10:34:16,849 | INFO | Login successful
2025-11-20 10:34:16,849 | INFO | Balance fetched: {'accountAlias': 'mYfWuXoCuXuXXq', 'asset': 'USDT', 'balance': '5006.90138544', 'crossWalletBalance': '5006.90138544', 'crossUnPnl': '0.12697503', 'availableBalance': '4997.73887171', 'maxWithdrawAmount': '4997.73887171', 'marginAvailable': True, 'updateTime': 1763614726159}
2025-11-20 10:34:16,896 | INFO | Fetching balance on dashboard
2025-11-20 10:34:23,535 | INFO | Fetching balance on dashboard
2025-11-20 10:34:25,000 | INFO | Fetching balance on dashboard
2025-11-20 10:34:25,250 | INFO | Fetching balance on dashboard
2025-11-20 10:34:25,730 | INFO | OCO request → BTCUSDT, entry=BUY, TP=2e-05, SL=2e-05
2025-11-20 10:36:01,592 | INFO | Fetching balance on dashboard
2025-11-20 10:36:09,554 | INFO | Fetching balance on dashboard
2025-11-20 10:36:09,754 | INFO | Fetching balance on dashboard
2025-11-20 10:36:10,319 | INFO | OCO request → BTCUSDT, entry=BUY, TP=101000.0, SL=99000.0
2025-11-20 10:37:13,880 | INFO | Login attempt with API key prefix: WA1v***
2025-11-20 10:37:14,636 | INFO | Login successful
2025-11-20 10:37:14,636 | INFO | Balance fetched: {'accountAlias': 'mYfWuXoCuXuXXq', 'asset': 'USDT', 'balance': '5006.90138544', 'crossWalletBalance': '5006.90138544', 'crossUnPnl': '0.33720000', 'availableBalance': '4997.93858543', 'maxWithdrawAmount': '4997.93858543', 'marginAvailable': True, 'updateTime': 1763614726159}
2025-11-20 10:37:14,676 | INFO | Fetching balance on dashboard
2025-11-20 10:37:22,347 | INFO | Fetching balance on dashboard
2025-11-20 10:37:26,318 | INFO | Fetching balance on dashboard
2025-11-20 10:37:26,554 | INFO | Fetching balance on dashboard
2025-11-20 10:37:26,741 | INFO | OCO request → BTCUSDT, entry=BUY, TP=101000.0, SL=99000.0
2025-11-20 10:38:07,761 | INFO | Fetching balance on dashboard
2025-11-20 10:38:15,703 | INFO | Fetching balance on dashboard
2025-11-20 10:38:15,947 | INFO | Fetching balance on dashboard
2025-11-20 10:38:16,417 | INFO | OCO request → BTCUSDT, entry=BUY, TP=105000.0, SL=95000.0
2025-11-20 10:38:41,124 | INFO | Fetching balance on dashboard
2025-11-20 10:38:45,604 | INFO | Fetching balance on dashboard
2025-11-20 10:38:45,834 | INFO | Fetching balance on dashboard
2025-11-20 10:38:46,004 | INFO | OCO request → BTCUSDT, entry=BUY, TP=95000.0, SL=105000.0
2025-11-20 10:40:10,363 | INFO | Fetching balance on dashboard
2025-11-20 10:40:14,152 | INFO | Fetching balance on dashboard
2025-11-20 10:40:14,379 | INFO | Fetching balance on dashboard
2025-11-20 10:40:14,919 | INFO | OCO request → BTCUSDT, entry=BUY, TP=100000.0, SL=85000.0
2025-11-20 10:44:38,326 | INFO | Login attempt with API key prefix: WA1v***
2025-11-20 10:44:39,398 | INFO | Login successful
2025-11-20 10:44:39,398 | INFO | Balance fetched: {'accountAlias': 'mYfWuXoCuXuXXq', 'asset': 'USDT', 'balance': '5006.90138544', 'crossWalletBalance': '5006.90138544', 'crossUnPnl': '0.05700000', 'availableBalance': '4997.56179544', 'maxWithdrawAmount': '4997.56179544', 'marginAvailable': True, 'updateTime': 1763614726159}
2025-11-20 10:44:39,437 | INFO | Fetching balance on dashboard
2025-11-20 10:44:44,096 | INFO | Fetching balance on dashboard
2025-11-20 10:44:44,291 | INFO | User logged out
